,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1828,24.575507593154907,1.3782454277143876,0.03478364944458008,0.03293389699840241,squared_error,0.1,5,0.4,20,40,400,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 0.4, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 400}",0.9558823529411765,0.95,0.9411764705882353,0.9558823529411765,0.9588235294117647,0.9523529411764706,0.006280634265900796,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
1888,25.753879499435424,0.2350045837915256,0.12350530624389648,0.01003887289984975,squared_error,0.1,6,0.3,20,60,400,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.3, 'min_samples_leaf': 20, 'min_samples_split': 60, 'n_estimators': 400}",0.961764705882353,0.9441176470588235,0.9382352941176471,0.9588235294117647,0.9588235294117647,0.9523529411764706,0.009374927912064271,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
898,24.7543372631073,0.7483243085876289,0.1007619857788086,0.04575598467341388,friedman_mse,0.1,6,0.3,10,60,400,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.3, 'min_samples_leaf': 10, 'min_samples_split': 60, 'n_estimators': 400}",0.961764705882353,0.9470588235294117,0.9382352941176471,0.9529411764705882,0.961764705882353,0.9523529411764706,0.008998269729869635,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
814,20.582240104675293,0.45155815730124793,0.06177940368652344,0.05072614414072703,friedman_mse,0.1,5,0.3,10,50,400,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 0.3, 'min_samples_leaf': 10, 'min_samples_split': 50, 'n_estimators': 400}",0.961764705882353,0.9470588235294117,0.9382352941176471,0.9558823529411765,0.9588235294117647,0.9523529411764706,0.008605140493134015,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
773,28.678528594970704,0.2573801321107002,0.12401504516601562,0.007616260245970132,friedman_mse,0.1,4,0.4,15,60,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 4, 'max_features': 0.4, 'min_samples_leaf': 15, 'min_samples_split': 60, 'n_estimators': 500}",0.9588235294117647,0.9411764705882353,0.9441176470588235,0.9558823529411765,0.961764705882353,0.9523529411764706,0.008193169574814212,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
958,33.51697335243225,0.6747693954689609,0.06509275436401367,0.0498381939386448,friedman_mse,0.1,6,0.5,15,50,400,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 50, 'n_estimators': 400}",0.961764705882353,0.9352941176470588,0.95,0.9588235294117647,0.9558823529411765,0.9523529411764706,0.009374927912064264,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
734,25.363862705230712,0.31429467119449706,0.06544575691223145,0.04663955426292911,friedman_mse,0.1,4,0.3,10,50,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 4, 'max_features': 0.3, 'min_samples_leaf': 10, 'min_samples_split': 50, 'n_estimators': 500}",0.9588235294117647,0.9470588235294117,0.9382352941176471,0.9588235294117647,0.9588235294117647,0.9523529411764706,0.00840168050416808,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
1911,15.054705953598022,0.5361857060761426,0.05528335571289063,0.047432533456418416,squared_error,0.1,6,0.4,20,50,200,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.4, 'min_samples_leaf': 20, 'min_samples_split': 50, 'n_estimators': 200}",0.961764705882353,0.9411764705882353,0.9382352941176471,0.9588235294117647,0.961764705882353,0.9523529411764706,0.010423555968629046,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
746,25.293783521652223,0.5023113181726814,0.1044419288635254,0.03923702913424294,friedman_mse,0.1,4,0.3,15,60,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 4, 'max_features': 0.3, 'min_samples_leaf': 15, 'min_samples_split': 60, 'n_estimators': 500}",0.9558823529411765,0.9441176470588235,0.9470588235294117,0.9558823529411765,0.9588235294117647,0.9523529411764706,0.005703152773431007,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
965,43.067655086517334,1.0431539599210868,0.16446728706359864,0.05230108779061318,friedman_mse,0.1,6,0.5,20,40,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.5, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 500}",0.9588235294117647,0.9411764705882353,0.95,0.9558823529411765,0.9558823529411765,0.9523529411764706,0.006280634265900796,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
910,26.895759534835815,0.5737582573317319,0.13071670532226562,0.005719070109007334,friedman_mse,0.1,6,0.3,20,40,400,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.3, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 400}",0.961764705882353,0.9441176470588235,0.9382352941176471,0.9588235294117647,0.9588235294117647,0.9523529411764706,0.009374927912064271,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
1829,29.325356674194335,0.5742175220947835,0.13041048049926757,0.0073251065219710225,squared_error,0.1,5,0.4,20,40,500,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 0.4, 'min_samples_leaf': 20, 'min_samples_split': 40, 'n_estimators': 500}",0.9588235294117647,0.9470588235294117,0.9411764705882353,0.9558823529411765,0.9588235294117647,0.9523529411764706,0.007058823529411792,6,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
1864,26.145089197158814,0.647907283308462,0.1423408031463623,0.011706569073916021,squared_error,0.1,6,0.3,10,40,400,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.3, 'min_samples_leaf': 10, 'min_samples_split': 40, 'n_estimators': 400}",0.9558823529411765,0.95,0.9411764705882353,0.9558823529411765,0.9558823529411765,0.951764705882353,0.005763505277136917,23,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
880,29.987209129333497,0.980025463620613,0.1093827724456787,0.043235188365073944,friedman_mse,0.1,5,0.5,15,60,400,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 60, 'n_estimators': 400}",0.9588235294117647,0.9411764705882353,0.9411764705882353,0.9558823529411765,0.961764705882353,0.951764705882353,0.008843115516689969,23,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
941,38.759698152542114,0.5280154365381108,0.1081993579864502,0.04812494029365889,friedman_mse,0.1,6,0.4,20,50,500,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.4, 'min_samples_leaf': 20, 'min_samples_split': 50, 'n_estimators': 500}",0.9558823529411765,0.9441176470588235,0.9470588235294117,0.9529411764705882,0.9588235294117647,0.951764705882353,0.005455069703232793,23,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
1846,30.69726929664612,0.9464505825629055,0.10336070060729981,0.04012964613086802,squared_error,0.1,5,0.5,15,40,400,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'max_depth': 5, 'max_features': 0.5, 'min_samples_leaf': 15, 'min_samples_split': 40, 'n_estimators': 400}",0.961764705882353,0.9411764705882353,0.9441176470588235,0.9558823529411765,0.9558823529411765,0.951764705882353,0.007803823036130376,23,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
928,31.677539539337157,0.6806457622465173,0.08337006568908692,0.052776492021240344,friedman_mse,0.1,6,0.4,15,40,400,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'max_depth': 6, 'max_features': 0.4, 'min_samples_leaf': 15, 'min_samples_split': 40, 'n_estimators': 400}",0.961764705882353,0.9382352941176471,0.9470588235294117,0.9558823529411765,0.9558823529411765,0.951764705882353,0.008235294117647078,23,0.9985294117647059,0.9985294117647059,0.9992647058823529,0.9992647058823529,0.9985294117647059,0.9988235294117647,0.00036021907982105434
