,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
11,16.02200343608856,0.14997922387640114,0.009824085235595702,0.0009690202193729477,0.5,0,0.1,4,200,5,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200, 'scale_pos_weight': 5, 'subsample': 0.8}",0.9014084507042254,0.9248826291079812,0.9295774647887324,0.9295774647887324,0.9436619718309859,0.9577464788732394,0.8632075471698113,0.9339622641509434,0.8584905660377359,0.7169811320754716,0.8959495969527858,0.06721146246371307,100,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
234,21.21090898513794,0.2488757895670213,0.008993434906005859,0.0009052152566003616,0.5,1,0.1,5,200,1,0.8,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'scale_pos_weight': 1, 'subsample': 0.8}",0.9014084507042254,0.9248826291079812,0.92018779342723,0.92018779342723,0.9483568075117371,0.9436619718309859,0.8820754716981132,0.9386792452830188,0.8537735849056604,0.7216981132075472,0.8954911861103728,0.06420552513479552,103,0.992681651855724,0.9916361735493988,0.9911134343962362,0.9900679560899112,0.9900679560899112,0.9884997386304234,0.9921630094043887,0.9916405433646813,0.9911180773249739,0.9916405433646813,0.9910629084070329,0.0011567975529287063
120,37.63163545131683,0.22917602562220477,0.010287618637084961,0.0006888274057563689,0.5,0.25,0.1,4,500,1,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500, 'scale_pos_weight': 1, 'subsample': 0.8}",0.8873239436619719,0.92018779342723,0.9342723004694836,0.92018779342723,0.9436619718309859,0.9530516431924883,0.8820754716981132,0.9386792452830188,0.8584905660377359,0.7169811320754716,0.8954911861103728,0.06610917443752341,103,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
121,38.119378972053525,0.3053013520032887,0.011530876159667969,0.002894676655369634,0.5,0.25,0.1,4,500,3,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500, 'scale_pos_weight': 3, 'subsample': 0.8}",0.8873239436619719,0.92018779342723,0.9342723004694836,0.92018779342723,0.9436619718309859,0.9530516431924883,0.8820754716981132,0.9386792452830188,0.8584905660377359,0.7169811320754716,0.8954911861103728,0.06610917443752341,103,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
152,38.08418617248535,0.23416615557507153,0.011101651191711425,0.0011197919905099048,0.5,0.25,0.01,3,600,5,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 600, 'scale_pos_weight': 5, 'subsample': 0.8}",0.8826291079812206,0.92018779342723,0.9295774647887324,0.92018779342723,0.9577464788732394,0.9483568075117371,0.8773584905660378,0.9386792452830188,0.8584905660377359,0.7216981132075472,0.8954911861103728,0.06556274006978195,103,0.9712493465760585,0.9675901725039205,0.9628855201254574,0.9623627809722948,0.9639309984317825,0.9628855201254574,0.9655172413793104,0.9639498432601881,0.9670846394984326,0.9707419017763845,0.9658197964649287,0.0030784399992856014
235,20.92665114402771,0.25199730116099056,0.00888211727142334,0.000826140399720481,0.5,1,0.1,5,200,3,0.8,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'scale_pos_weight': 3, 'subsample': 0.8}",0.9014084507042254,0.9248826291079812,0.92018779342723,0.92018779342723,0.9483568075117371,0.9436619718309859,0.8820754716981132,0.9386792452830188,0.8537735849056604,0.7216981132075472,0.8954911861103728,0.06420552513479552,103,0.992681651855724,0.9916361735493988,0.9911134343962362,0.9900679560899112,0.9900679560899112,0.9884997386304234,0.9921630094043887,0.9916405433646813,0.9911180773249739,0.9916405433646813,0.9910629084070329,0.0011567975529287063
236,20.83441753387451,0.169099957515713,0.009417104721069335,0.0009108751769603538,0.5,1,0.1,5,200,5,0.8,"{'colsample_bytree': 0.5, 'gamma': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'scale_pos_weight': 5, 'subsample': 0.8}",0.9014084507042254,0.9248826291079812,0.92018779342723,0.92018779342723,0.9483568075117371,0.9436619718309859,0.8820754716981132,0.9386792452830188,0.8537735849056604,0.7216981132075472,0.8954911861103728,0.06420552513479552,103,0.992681651855724,0.9916361735493988,0.9911134343962362,0.9900679560899112,0.9900679560899112,0.9884997386304234,0.9921630094043887,0.9916405433646813,0.9911180773249739,0.9916405433646813,0.9910629084070329,0.0011567975529287063
151,36.80554549694061,0.44822761165759695,0.01103971004486084,0.0011161281049764072,0.5,0.25,0.01,3,600,3,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 600, 'scale_pos_weight': 3, 'subsample': 0.8}",0.8826291079812206,0.92018779342723,0.9295774647887324,0.92018779342723,0.9577464788732394,0.9483568075117371,0.8773584905660378,0.9386792452830188,0.8584905660377359,0.7216981132075472,0.8954911861103728,0.06556274006978195,103,0.9712493465760585,0.9675901725039205,0.9628855201254574,0.9623627809722948,0.9639309984317825,0.9628855201254574,0.9655172413793104,0.9639498432601881,0.9670846394984326,0.9707419017763845,0.9658197964649287,0.0030784399992856014
150,35.832171416282655,0.7295649042097505,0.011830472946166992,0.004016800374350189,0.5,0.25,0.01,3,600,1,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 600, 'scale_pos_weight': 1, 'subsample': 0.8}",0.8826291079812206,0.92018779342723,0.9295774647887324,0.92018779342723,0.9577464788732394,0.9483568075117371,0.8773584905660378,0.9386792452830188,0.8584905660377359,0.7216981132075472,0.8954911861103728,0.06556274006978195,103,0.9712493465760585,0.9675901725039205,0.9628855201254574,0.9623627809722948,0.9639309984317825,0.9628855201254574,0.9655172413793104,0.9639498432601881,0.9670846394984326,0.9707419017763845,0.9658197964649287,0.0030784399992856014
122,38.15961172580719,0.18754276937147954,0.010021853446960449,0.0009103710914541331,0.5,0.25,0.1,4,500,5,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500, 'scale_pos_weight': 5, 'subsample': 0.8}",0.8873239436619719,0.92018779342723,0.9342723004694836,0.92018779342723,0.9436619718309859,0.9530516431924883,0.8820754716981132,0.9386792452830188,0.8584905660377359,0.7169811320754716,0.8954911861103728,0.06610917443752341,103,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
168,61.4685834646225,0.4757230960419439,0.013624429702758789,0.002259178802444153,0.5,0.25,0.01,5,600,1,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 1, 'subsample': 0.8}",0.8873239436619719,0.92018779342723,0.9295774647887324,0.9248826291079812,0.9530516431924883,0.9530516431924883,0.8679245283018868,0.9339622641509434,0.8584905660377359,0.7264150943396226,0.8954867570201082,0.0644394948639379,112,0.9911134343962362,0.9884997386304234,0.9879769994772608,0.9895452169367486,0.9869315211709357,0.9864087820177732,0.9905956112852664,0.987460815047022,0.9890282131661442,0.9895506792058516,0.9887111011333662,0.0014641774814772893
169,61.49218399524689,0.6499483484796296,0.014846372604370116,0.002440914582779209,0.5,0.25,0.01,5,600,3,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 3, 'subsample': 0.8}",0.8873239436619719,0.92018779342723,0.9295774647887324,0.9248826291079812,0.9530516431924883,0.9530516431924883,0.8679245283018868,0.9339622641509434,0.8584905660377359,0.7264150943396226,0.8954867570201082,0.0644394948639379,112,0.9911134343962362,0.9884997386304234,0.9879769994772608,0.9895452169367486,0.9869315211709357,0.9864087820177732,0.9905956112852664,0.987460815047022,0.9890282131661442,0.9895506792058516,0.9887111011333662,0.0014641774814772893
170,61.09194903373718,0.545579515276883,0.013912177085876465,0.001755353136495991,0.5,0.25,0.01,5,600,5,0.8,"{'colsample_bytree': 0.5, 'gamma': 0.25, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 5, 'subsample': 0.8}",0.8873239436619719,0.92018779342723,0.9295774647887324,0.9248826291079812,0.9530516431924883,0.9530516431924883,0.8679245283018868,0.9339622641509434,0.8584905660377359,0.7264150943396226,0.8954867570201082,0.0644394948639379,112,0.9911134343962362,0.9884997386304234,0.9879769994772608,0.9895452169367486,0.9869315211709357,0.9864087820177732,0.9905956112852664,0.987460815047022,0.9890282131661442,0.9895506792058516,0.9887111011333662,0.0014641774814772893
3,29.734877896308898,0.442237190454714,0.012761449813842774,0.003592347680065795,0.5,0,0.1,3,500,1,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500, 'scale_pos_weight': 1, 'subsample': 0.8}",0.892018779342723,0.9248826291079812,0.9295774647887324,0.9107981220657277,0.9530516431924883,0.9577464788732394,0.9056603773584906,0.9339622641509434,0.8632075471698113,0.6839622641509434,0.8954867570201082,0.07538645314501344,112,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
5,29.96442813873291,0.19008657593238593,0.014995908737182618,0.006556733569959918,0.5,0,0.1,3,500,5,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500, 'scale_pos_weight': 5, 'subsample': 0.8}",0.892018779342723,0.9248826291079812,0.9295774647887324,0.9107981220657277,0.9530516431924883,0.9577464788732394,0.9056603773584906,0.9339622641509434,0.8632075471698113,0.6839622641509434,0.8954867570201082,0.07538645314501344,112,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
4,30.017200756073,0.35918280177284184,0.01298213005065918,0.004198632909671364,0.5,0,0.1,3,500,3,0.8,"{'colsample_bytree': 0.5, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500, 'scale_pos_weight': 3, 'subsample': 0.8}",0.892018779342723,0.9248826291079812,0.9295774647887324,0.9107981220657277,0.9530516431924883,0.9577464788732394,0.9056603773584906,0.9339622641509434,0.8632075471698113,0.6839622641509434,0.8954867570201082,0.07538645314501344,112,0.9989545216936748,0.9989545216936748,0.9989545216936748,0.9994772608468374,0.9989545216936748,0.9989545216936748,0.9994775339602926,0.9994775339602926,0.9994775339602926,0.9989550679205852,0.9991637539116676,0.00025614464726982165
